credit_score,annual_income,loan_amount,loan_term_years,risk_label
699,87527,34497,2,0
733,105458,27744,4,1
645,153676,13034,3,0
680,82992,698,4,0
734,19920,21342,2,0
742,40990,24284,5,0
685,630607,16160,4,0
696,106893,26430,5,0
624,398486,30063,4,0
682,182836,31706,3,0
744,72652,1440,2,0
728,76200,11857,4,0
725,58147,21953,3,0
702,14909,30721,3,0
700,60744,29892,3,0
666,157714,29718,5,1
734,37059,21165,5,0
721,83246,21723,3,0
724,118334,17716,3,0
673,28919,32681,4,0
592,41729,15795,4,0
754,26520,33500,2,0
676,31016,27078,4,0
656,21373,24549,2,0
734,29133,18432,2,0
680,186384,11444,2,0
752,28785,18523,5,1
730,66248,21699,4,0
734,40042,1309,3,0
631,153751,23026,2,0
760,170916,34243,3,0
713,119522,30672,2,0
681,76489,20037,4,0
707,49769,25469,2,0
611,23074,19438,4,0
720,283459,26487,3,0
648,32606,40401,4,0
632,101815,34684,3,0
623,139755,30207,4,0
755,38398,20071,2,1
668,137366,32499,2,0
776,110345,8131,4,1
673,238558,22476,3,0
614,41131,30837,3,1
644,21403,32404,3,0
761,39958,31698,4,0
692,70762,27948,4,0
672,62728,23042,4,0
708,43706,30379,4,0
725,12999,15471,3,0
755,87237,16553,3,0
772,290069,25617,5,0
682,86803,26731,4,0
633,97470,6743,5,0
679,94651,29551,4,0
713,82259,32727,5,0
651,126163,24227,3,0
652,82149,48744,3,0
717,46623,18170,5,0
697,31672,21389,2,0
701,49061,21049,4,0
662,76980,24238,5,0
688,46496,21712,5,0
653,76993,10931,2,0
744,85077,19534,3,0
751,116604,24023,5,0
607,167081,37285,3,0
653,63729,47022,4,0
625,21031,38354,2,0
667,45429,17246,3,0
695,62022,18041,5,0
627,13785,23406,2,0
653,181848,42845,2,0
649,67097,23345,2,0
710,81233,11724,2,0
703,178513,19988,2,0
663,36166,32570,4,0
708,94772,31899,4,0
672,54836,22997,2,0
686,51675,31834,5,0
783,32281,2268,5,0
767,226949,26038,4,0
635,44338,33606,3,0
741,104775,16671,2,0
740,13359,16636,5,0
642,153889,6335,4,1
740,138936,40898,4,0
776,64727,17798,3,1
643,49933,27410,3,0
654,82454,31039,5,0
750,373634,40120,3,0
713,14609,23461,3,0
727,111929,19605,2,0
717,28874,26730,4,0
719,58927,37840,4,0
633,49104,23298,3,0
752,42503,15451,4,1
758,59374,9592,4,0
688,24165,12787,5,0
697,136399,33643,4,0
623,14252,21793,3,0
725,92208,18924,5,0
728,46109,17840,4,0
696,23464,25850,4,0
756,70397,22605,5,0
683,17230,22268,5,0
728,61806,38493,4,0
649,19181,40380,2,0
698,86596,8899,2,0
691,28581,28275,4,0
711,41739,17231,4,0
681,75747,22517,5,0
693,32272,28092,5,0
741,57161,22872,4,0
678,17835,27304,4,0
619,99180,31729,4,0
787,245715,27945,4,0
769,558923,18531,2,0
635,64404,18708,5,0
734,112483,10602,3,0
674,14407,16460,4,0
713,199224,44620,4,0
714,111411,17079,4,0
688,40654,13066,3,0
660,161094,28199,5,0
665,48845,23896,5,0
654,41505,23044,4,0
658,87576,39090,4,1
696,25573,30491,5,0
664,135577,19700,3,0
734,25724,20755,4,0
774,25847,19974,3,0
670,28918,33747,3,0
711,109930,21918,5,0
724,36555,7068,4,0
723,20365,24516,2,1
703,36881,9629,5,0
737,58358,46842,5,0
724,23277,15343,2,0
638,23828,23381,4,0
743,324174,27582,3,0
744,30077,22113,3,0
661,46238,22099,3,0
701,44632,29218,4,0
734,42741,40262,5,0
689,98427,32675,5,0
753,127837,39785,5,0
818,46874,14533,5,0
660,22266,28173,5,0
630,165968,26552,2,0
715,55477,28510,3,0
736,239009,38762,3,0
688,9932,22792,4,0
772,70005,20944,2,0
633,277863,30339,5,0
734,45133,7217,5,0
669,49991,22631,5,1
785,75842,23658,2,0
799,38290,15796,4,0
661,46645,35570,2,0
672,45695,14377,4,0
742,36245,23641,3,0
680,160024,27931,4,0
697,86583,38534,3,1
701,73167,24894,4,0
604,114331,34361,3,0
699,48461,32005,3,0
665,32229,26234,5,0
675,36971,14104,4,0
772,59959,10654,5,0
637,25658,26065,3,0
740,40126,19573,5,0
686,39620,34192,2,0
686,327631,32458,5,0
739,6509,23153,4,0
717,51860,13422,5,0
728,238125,30107,2,0
748,66004,14820,5,0
683,109396,17415,3,0
669,64851,15205,3,1
645,35106,23614,3,0
658,9961,36701,4,1
847,70570,24949,5,0
762,32193,20567,3,0
632,31562,9743,5,0
633,40167,30521,2,0
724,241805,17195,2,0
727,409982,26175,4,0
727,71236,21457,5,0
687,41282,33381,2,1
693,23346,23427,4,1
716,87101,24410,4,0
704,249278,29857,3,0
589,49125,46069,2,0
688,8926,33884,5,0
657,102338,24113,2,0
708,131704,25031,2,0
849,16836,19751,5,0
718,68953,15500,5,0
684,85903,19472,3,0
746,56472,17278,4,0
724,31805,31533,5,0
721,134962,14288,5,0
730,43360,38332,2,0
802,18248,32520,5,0
643,11619,25205,5,0
723,164173,25003,2,0
653,98059,19427,2,0
727,64239,27700,2,0
654,42099,35880,3,0
679,39214,17968,4,0
685,25321,9666,5,0
748,42397,32032,2,1
745,10981,28243,2,0
637,33228,13798,4,0
702,46688,17666,3,1
664,97528,16408,5,1
637,57991,17754,3,0
689,113089,21763,3,0
684,176188,22334,3,0
821,139599,18492,2,0
721,87239,17418,4,0
631,60445,22712,4,0
671,27319,26676,4,0
751,108223,21837,3,0
804,229532,36586,5,1
620,78722,30080,3,0
606,277564,9091,4,0
793,17668,30237,2,1
719,23781,31055,3,0
656,118677,20652,2,0
726,73971,10048,4,0
568,171275,25080,3,0
700,59137,24922,2,0
716,29900,13783,3,0
746,50469,10487,4,0
649,17568,24124,5,0
704,24273,22669,4,0
653,130346,20827,5,0
712,120358,24165,5,0
655,80049,13972,4,0
679,15110,20651,2,1
650,44948,30333,3,0
732,22471,21500,3,0
742,153464,8280,3,0
688,37534,20273,5,0
701,25119,14298,5,0
627,61318,27671,4,0
685,35877,28188,2,0
697,196220,8412,4,0
831,33261,32590,4,0
644,19547,13878,2,0
773,10696,40591,5,0
749,58417,24512,4,0
714,38194,12536,4,1
787,19089,13580,5,0
718,155031,28480,3,1
719,102108,21087,2,0
697,58537,24033,2,0
761,178342,41127,3,0
754,101725,18007,2,0
668,30999,25599,3,0
634,26072,39198,4,0
689,115195,27705,2,0
659,82215,8933,2,0
696,68582,30053,4,0
761,30418,13369,5,0
677,97378,39068,5,0
697,32715,16771,4,0
702,55183,54695,2,0
742,190528,39673,2,1
587,35289,17033,2,0
669,17010,25200,3,0
710,25795,32536,5,0
760,132645,32836,2,0
675,73407,29423,5,0
606,54008,37521,5,0
730,39843,23770,2,0
668,88281,21332,4,0
640,30354,21531,4,0
668,76460,33583,5,0
690,33356,28651,3,0
669,29198,27912,5,0
589,35954,32952,5,1
744,44341,4489,4,0
763,57580,28100,2,0
732,72284,27185,2,0
643,3131,41688,3,0
689,31378,9714,4,0
699,43771,40571,4,0
729,199595,25754,5,0
733,25235,29889,4,0
663,68202,41759,5,0
704,198000,30607,3,0
722,20944,29003,4,0
772,82057,27422,4,0
735,31513,20165,5,0
739,39986,24715,4,0
704,31492,17844,2,0
770,33340,24554,3,1
720,528358,1640,2,0
656,117661,29290,5,0
770,144551,23782,5,0
734,88751,21637,5,0
677,16564,27197,3,1
676,82122,10664,4,0
714,141258,44292,2,0
723,30250,23972,4,0
709,129606,23541,5,0
715,105184,15346,4,0
784,263453,25239,3,0
753,42863,38869,5,0
709,24882,35359,4,0
747,44832,33544,2,0
648,188802,30463,5,0
719,13867,21414,5,1
790,11444,10498,3,0
689,64312,22989,3,1
657,42021,22641,2,0
667,60245,35487,4,0
645,127548,28093,4,0
660,38481,41123,5,0
681,13381,36974,5,0
629,307301,20435,4,0
700,26962,7048,4,0
745,25662,38855,4,0
654,144780,38593,5,0
775,44020,11337,3,1
725,56913,40092,3,0
751,88100,28821,2,0
667,142467,26606,4,0
742,45854,41147,4,0
645,201987,38446,4,0
744,10843,31513,2,0
708,109955,29732,4,0
727,30588,31163,3,0
641,179479,20999,4,0
655,67079,24448,2,0
729,34950,15976,5,0
652,101749,21669,5,0
723,122338,21333,3,0
631,100059,18646,3,0
742,26271,26367,3,0
638,40651,21760,5,0
727,59679,30022,4,1
731,57930,8776,2,0
665,109075,23866,2,1
729,11945,26315,4,1
713,78234,21893,5,0
673,47477,23276,5,0
649,30613,9147,2,0
601,33057,28564,3,0
717,50431,31476,3,0
621,3358,29935,2,0
704,34165,35387,2,1
686,29713,27015,4,0
733,91695,29786,4,0
684,31431,26560,4,0
683,50408,31875,4,0
736,205627,9227,4,0
716,132651,16064,4,0
715,123231,40868,3,1
723,40138,395,2,0
623,92450,23598,5,0
737,49656,36722,4,0
730,51181,24067,3,0
649,83095,20949,2,0
687,37138,26294,2,0
698,197679,21468,2,0
693,52674,25308,4,0
716,98192,18166,4,0
771,191852,36086,5,1
754,136669,39232,4,0
634,19396,23666,2,0
731,85469,11135,2,0
766,118252,19761,3,0
719,122209,23160,3,0
754,24572,30055,5,0
800,35396,14919,3,0
751,132673,17308,5,0
712,32551,30106,3,1
752,47110,34389,2,0
707,211229,18784,4,0
701,57627,11667,4,0
682,33475,57841,5,0
778,29670,32833,4,1
659,78133,22329,4,0
776,20608,33690,3,0
724,49125,23755,2,1
630,78165,33671,4,0
718,169281,26593,2,0
594,102133,25912,3,0
731,33817,23864,3,0
744,153696,10526,4,0
670,47116,44380,4,0
706,22279,15584,3,0
797,52175,11399,3,0
674,189195,22871,5,0
647,68336,15385,5,0
774,60476,24482,2,0
798,221852,31877,3,0
700,19051,34953,2,0
750,21408,33147,3,0
767,16437,21943,2,0
662,80669,25495,5,0
675,68404,29078,3,1
761,205703,7422,3,0
784,72749,30705,2,1
728,43333,10427,2,0
656,59960,45403,4,0
799,65786,20954,4,0
673,15718,23151,5,0
683,523485,17302,3,0
717,90753,18700,3,0
777,70827,47740,2,0
742,97942,34403,5,0
720,105612,9507,3,0
723,53506,40042,5,0
702,36134,36932,4,0
727,96718,22187,2,0
573,81517,28066,3,0
685,31322,24850,2,1
712,186321,44725,4,0
642,75711,17037,5,0
719,107350,26460,5,1
689,182323,20718,4,0
787,60931,10669,4,0
778,77154,46916,3,0
676,114464,13184,3,0
692,33527,27201,3,0
696,62519,7592,3,0
677,66200,21009,3,0
709,27865,29219,5,0
662,382356,16752,3,0
643,19422,30868,4,0
731,21194,22309,4,0
731,171335,36600,3,0
659,105938,38617,4,1
744,26350,19132,2,0
668,97326,25767,5,1
712,193741,26834,5,0
741,58441,31193,3,0
698,478809,25143,2,0
722,15074,26902,3,0
674,104303,22565,3,1
690,152241,26152,4,0
689,122158,37979,5,0
662,50843,31460,2,0
691,47460,32012,4,0
622,85418,32230,5,0
675,114990,23461,5,1
685,96952,28188,3,0
687,137591,14148,2,1
687,26500,37688,3,0
696,49900,-2829,4,0
723,28225,24128,3,0
743,43963,36408,3,0
667,134884,11361,5,0
639,65276,28997,5,0
647,481897,18192,4,0
675,69893,21311,5,0
682,62802,34459,5,0
661,65182,26980,5,0
635,35945,4656,3,0
677,57166,15235,2,0
709,147595,34753,4,0
729,65589,29489,3,0
672,31736,42481,4,0
679,28564,41826,3,0
653,41766,21577,4,0
698,63518,50032,5,0
657,155572,25244,4,0
728,20488,15373,2,0
610,46357,18663,4,0
682,67201,2432,2,0
715,13808,41070,4,0
709,30733,40947,5,0
834,34755,14844,4,0
717,31673,22721,3,0
649,69808,25956,5,0
695,52656,15396,5,0
611,38398,7448,3,0
695,84319,22896,5,0
658,237627,21789,5,0
745,222216,21115,3,0
672,12858,27227,5,0
694,95002,39295,5,1
668,51926,21969,5,0
786,67786,26704,5,0
683,43537,32268,4,0
791,65779,30541,5,0
740,67583,18855,5,0
724,37678,25963,5,0
718,29228,30475,4,0
719,41816,13716,2,0
603,72215,37635,5,0
686,96683,39315,2,0
742,118501,17772,2,0
697,40321,26936,3,0
629,75137,31422,3,0
697,129314,19543,2,0
785,152127,29816,4,0
762,57121,26632,5,0
696,50174,10320,5,0
747,69765,29591,5,0
681,23866,13998,3,0
614,51282,34392,3,0
653,108626,18287,5,0
778,100063,23387,2,0
686,48232,38722,3,0
687,71265,29963,5,0
685,30954,14205,2,0
795,105113,14850,5,0
781,56260,19006,3,0
810,48013,28946,4,0
692,44829,28582,4,0
714,56936,16568,3,0
624,41843,13327,2,0
773,101368,27815,5,0
641,43641,23181,3,0
710,214137,46572,2,0
645,193332,25366,5,0
670,29341,43142,5,0
658,63307,13296,3,0
669,35577,9267,5,0
673,46105,13799,4,0
672,297135,36891,4,0
741,46814,42561,5,0
644,79872,17178,3,0
711,92323,20394,5,0
760,26889,13310,3,0
674,30209,6883,3,0
664,22815,32184,4,1
688,29472,27230,4,0
758,6124,25104,2,0
709,92564,10999,3,0
673,309698,41399,5,0
724,67390,19966,3,0
644,19283,30336,4,0
734,35802,10454,3,0
720,41477,23094,2,0
684,26527,27913,5,1
658,119150,28270,3,0
655,114486,26546,5,0
726,23757,29945,5,0
761,106944,13694,4,0
668,203099,26973,3,0
722,274318,26137,5,0
595,592537,27316,4,0
670,29097,25723,2,0
698,573421,12267,2,0
654,45099,11822,3,0
653,37273,2857,5,0
666,77781,33175,3,0
714,37584,33276,5,0
690,82391,33435,4,0
588,20825,28067,2,0
593,49463,3668,2,0
669,167454,14732,2,0
722,57202,26704,2,0
562,67055,26355,3,1
675,87571,22772,5,0
673,152745,28689,3,0
769,15927,25116,4,0
680,95570,26207,2,0
719,48314,18609,5,0
707,68412,34820,3,0
593,139798,20692,5,0
738,23032,11693,3,0
710,26632,17290,5,0
725,12729,21515,5,0
896,38587,34940,2,0
595,173571,24577,3,0
786,54367,23138,4,1
685,20494,12513,5,1
714,40597,32854,4,1
697,18209,18480,2,0
678,24339,23999,4,0
671,81720,39801,5,0
716,23409,30087,5,0
624,145816,8717,5,0
737,56562,7304,3,0
679,64117,24356,4,0
643,47920,12872,3,0
677,111110,31485,5,0
762,112030,25422,5,1
673,78279,26653,2,0
717,94073,17932,2,0
663,50530,42413,5,0
737,92388,53425,3,0
734,45692,22214,3,0
792,59981,28530,5,1
691,48063,25974,4,1
733,41532,22403,3,1
704,34499,16679,5,0
764,87042,14150,2,0
664,170840,13644,5,0
737,152799,29052,3,0
690,21911,19803,5,0
696,167940,-782,4,0
704,46419,29448,4,0
712,96817,24617,3,0
694,28999,38466,5,0
710,67076,28731,4,0
778,76955,10213,4,1
749,18257,2703,2,0
743,97403,17805,3,1
677,175737,18748,2,0
655,52066,34431,2,0
747,177750,24911,4,0
743,51443,36336,5,0
773,118144,11751,2,0
669,10149,34652,3,0
688,414580,32209,3,0
618,198068,4817,5,0
680,47681,38226,3,0
749,12361,25934,2,0
676,75389,28920,5,0
732,18861,16351,3,0
690,85466,37752,3,0
716,83220,13141,2,0
642,28194,33320,2,0
704,146792,33206,2,0
550,114057,15258,2,0
690,130699,44833,5,0
618,60299,27315,5,0
760,19294,31538,5,0
738,130914,9728,4,0
723,48228,46177,2,0
776,19696,12754,2,0
652,176598,35248,5,0
787,321105,15052,3,0
746,57930,18810,3,0
688,336817,32887,2,0
756,64411,35275,2,0
644,44162,12287,5,0
658,36157,35904,2,0
669,221829,35449,3,0
673,32076,15620,3,0
647,107819,40986,2,0
761,38279,10431,5,0
687,41429,18752,5,0
717,136516,29790,3,0
671,44177,16464,5,0
608,43311,27638,3,0
713,148188,27410,2,0
604,214897,23129,3,0
696,100283,33324,2,0
631,35460,22716,5,0
799,39795,27315,4,0
745,63827,36464,4,0
705,77400,32906,4,0
763,27165,32860,3,0
657,106769,13508,4,0
727,64113,30247,3,0
709,15175,16215,5,0
713,28477,12185,2,0
763,40002,24282,4,0
736,56484,15957,3,0
714,271420,32906,5,0
617,72441,33145,5,1
651,30558,5973,4,0
693,71432,16716,5,0
704,45176,10402,5,0
643,77637,20373,5,0
820,95268,29551,3,0
775,157532,22577,5,1
730,58722,19102,5,0
703,222163,38001,5,0
689,123799,1951,5,0
652,33997,37368,5,0
703,350769,19557,3,1
712,77776,24218,5,0
637,30696,19726,5,0
716,224657,40428,2,0
692,315597,12690,5,1
604,58312,25117,5,0
656,40017,30274,3,0
679,52161,8889,5,0
794,106062,15801,3,0
727,166422,23518,4,0
633,94503,16133,5,0
724,64950,16844,2,0
622,198473,21501,3,1
754,46617,31495,4,0
676,136589,21572,2,0
695,47550,35784,3,0
766,84526,15022,4,0
635,54674,12480,2,0
630,57257,44263,5,0
670,44271,18420,2,1
751,175585,11890,2,0
624,33311,7579,2,0
558,33117,35751,3,0
677,326699,21586,5,0
727,130911,22462,5,0
760,8883,23407,3,0
676,38093,35129,2,0
679,14050,23204,5,0
757,27985,48440,2,0
606,4861,26337,5,0
680,53659,35617,3,0
709,24015,33052,4,0
722,62813,24635,2,1
674,16316,19130,5,0
701,63980,28319,5,1
575,42961,30100,5,0
667,199099,19274,3,0
722,185180,26663,3,0
650,112226,37362,4,1
702,46106,45699,3,1
722,293110,33543,2,0
682,17284,43627,3,0
708,19480,18706,5,0
651,55992,32018,2,0
689,363389,38385,3,1
730,50925,16036,2,0
707,51709,20144,2,0
670,18891,42379,3,0
711,127611,15249,2,0
735,128353,11588,5,0
597,112562,40279,5,0
757,36193,36967,3,0
683,34017,29321,3,0
721,21279,24542,5,0
759,64029,20614,3,0
631,25227,27819,5,0
664,23343,40798,2,0
685,42661,27385,3,0
660,40484,46669,4,0
786,38933,16020,5,0
657,86955,24803,5,0
672,63782,21269,2,0
710,47547,14148,4,0
639,69314,23469,4,1
680,27086,29173,4,0
715,65135,30242,5,0
683,67540,46704,5,0
695,17989,29644,4,0
673,132794,36501,3,0
624,29579,25660,4,0
716,64360,41780,2,0
787,151983,48984,4,0
700,125560,30310,4,0
711,61541,15073,4,0
734,44801,19511,3,0
636,127772,27819,4,0
785,102719,29564,4,0
710,36508,31984,5,0
781,31700,29601,4,0
663,11408,25069,2,0
790,67726,18638,5,0
738,56041,29011,3,0
727,148591,43549,5,1
711,79797,35199,3,1
687,174099,30347,3,0
760,34272,35295,2,0
707,148824,21289,4,0
601,39217,19917,2,0
644,111533,17522,5,0
690,18638,23747,3,0
715,72265,20779,5,0
697,12237,37082,3,0
760,48353,20246,5,0
602,85159,16972,3,0
707,39467,44425,2,0
609,25839,20486,3,0
737,117817,26535,4,0
695,55117,29513,2,0
720,40471,13633,4,0
656,61914,37354,5,0
763,493528,31371,5,0
752,150663,40583,3,0
729,151760,18207,3,0
693,84832,25991,5,0
728,68404,25393,2,0
664,8805,27638,4,0
742,34780,10453,5,0
782,40763,26108,2,1
753,13360,10735,4,0
663,23719,28583,3,0
718,12275,3713,2,0
635,58066,6484,2,0
728,115267,33185,5,0
722,145134,19531,4,0
606,83435,15121,5,0
641,27702,37708,3,0
685,12763,28276,3,0
684,14683,33720,4,0
639,21694,23337,4,0
719,29404,51796,4,0
712,52691,18954,5,0
690,26600,42444,4,0
662,78525,24386,4,0
752,49720,8454,5,0
782,60381,29828,3,1
675,149074,28147,3,0
669,23290,14486,2,0
724,83697,15777,3,0
682,59208,24753,4,0
693,45853,28497,3,0
736,121565,293,5,0
604,120959,35531,3,0
765,28079,20055,3,0
703,51754,11682,2,0
679,74979,34410,2,0
695,48126,24763,4,0
698,95608,37161,5,0
613,74978,29379,4,0
774,259379,24984,5,1
702,17602,23472,5,0
722,54287,29827,2,0
747,28946,20864,3,0
648,97079,16474,3,0
723,16420,31099,2,1
686,78987,23555,4,0
742,36169,25335,3,0
593,33278,35893,4,1
695,18822,23861,3,0
669,41271,25150,4,0
721,142571,19003,5,0
723,58679,29307,5,0
664,98927,28498,3,0
664,226774,34007,4,0
694,73939,19208,4,0
655,38290,20421,5,0
742,87012,32921,4,0
681,38737,27522,2,0
554,39993,15937,4,0
681,17749,38065,5,0
648,125618,8015,2,0
618,43967,32842,2,0
638,69263,12347,4,0
705,26140,43857,5,0
766,84859,9554,5,0
715,32547,36522,5,0
669,53457,24183,2,0
722,120844,21333,5,0
677,112713,26853,2,0
665,58828,31319,2,0
642,14552,15955,3,0
612,656218,16842,4,0
680,241998,31496,5,1
707,106738,7926,2,0
695,32775,19157,4,0
679,54673,55406,2,0
652,38764,15319,4,0
730,164568,36478,2,1
634,73865,19140,5,0
738,31973,30090,3,1
649,41084,31543,3,0
662,146818,36289,3,0
626,215362,22997,2,0
674,203346,44888,4,0
748,109713,19106,5,0
725,48917,27342,5,0
748,4477,27452,2,0
726,75942,13780,3,0
644,59786,22141,2,0
683,66969,26615,4,0
660,62512,20678,3,0
766,20722,49409,2,0
640,93519,16613,4,0
744,99287,36794,3,0
744,103349,33564,5,0
791,127677,24861,4,0
679,97075,16347,5,0
735,43130,17317,4,1
814,56575,19820,3,0
669,64401,7142,2,0
623,65261,14965,2,0
605,133062,10175,2,0
735,100201,38458,2,0
605,315487,31184,4,0
681,349820,32859,2,0
721,63813,30888,2,0
709,2781,26669,4,0
721,161049,39606,4,0
711,38859,18892,3,0
763,31533,26066,4,0
652,43531,32470,5,0
666,41885,11787,3,0
661,97715,55965,3,0
741,17196,25285,2,0
745,25281,26419,2,0
722,78788,37568,5,0
759,98553,34149,2,0
641,100030,25380,4,1
783,31900,26301,4,0
776,27375,9958,2,0
736,39922,19435,2,0
789,72540,30172,4,0
617,196492,29438,3,0
673,11638,37211,5,0
663,50182,23794,5,0
736,20616,11127,3,0
647,15965,35567,5,0
737,129776,39360,2,0
768,92568,33982,2,0
734,85780,23363,2,0
714,125093,35443,5,0
650,40791,59289,3,0
657,42357,26151,2,0
762,344064,11882,3,0
738,49155,19137,4,0
698,107807,31254,4,0
679,60180,8951,4,0
598,13648,26694,5,0
646,11664,28803,5,0
795,37677,40351,2,0
635,139369,38101,4,1
709,112491,33645,3,0
750,124400,3373,5,0
637,27183,34210,3,0
709,218097,32055,3,1
746,27669,27559,2,0
700,70987,7697,2,0
843,59380,17232,3,0
616,52098,13331,3,0
752,174708,4849,3,0
691,34061,24970,3,0
738,20339,17021,4,0
722,60839,51253,3,0
663,43483,23312,5,0
711,892611,37937,2,1
607,102868,9309,5,0
730,43153,19699,2,0
714,25722,25968,2,0
731,13303,15918,2,0
752,26365,20777,5,0
718,65640,22820,2,0
707,187561,22660,3,0
655,146877,43551,3,0
664,71917,28782,4,0
759,46233,29795,4,0
771,74239,30396,4,1
688,39540,31126,3,0
702,236733,24171,5,0
654,51464,21792,4,0
758,55878,26668,3,0
733,10171,36568,2,0
797,51208,36262,5,0
656,116913,22596,5,0
681,25484,32678,3,0
711,32840,23054,3,0
732,112889,25338,2,1
689,18373,20264,2,0
656,139558,23183,2,0
744,39115,38413,5,0
736,43876,25924,5,0
654,24364,26352,4,0
767,81018,10527,4,0
758,428436,21907,4,0
706,111881,22586,5,0
703,29988,16708,2,0
727,148523,25216,4,1
656,46474,20708,2,0
701,179797,25799,2,0
592,114158,26215,2,0
743,5684,15442,4,0
621,26815,21012,4,0
775,127453,25773,2,0
683,67597,36842,4,0
689,26396,27567,3,0
668,36066,18380,4,0
685,13030,28990,2,0
770,55787,42075,2,0
575,351003,34167,5,0
763,113999,30475,5,0
716,345356,32255,2,0
639,121287,39399,3,0
646,136214,35756,5,0
783,290472,30667,2,0
652,80968,35686,5,0
642,51545,14183,5,0
756,136779,9977,2,0
716,191582,26570,4,0
653,40783,25686,3,0
710,33615,19560,4,0
648,66908,33258,2,0
755,116447,6371,2,0
753,113376,19652,3,0
726,19161,20150,2,0
718,276311,8636,5,1
788,35848,39947,3,0
699,48433,11407,4,0
640,29082,19116,3,0
722,518483,34079,4,1
804,72668,31460,2,0
649,30309,13918,4,1
681,119508,31824,4,0
720,110780,27897,4,0
697,51524,48330,3,0
650,117299,29039,5,0
756,30938,23587,4,0
816,40362,16434,3,0
709,11989,17557,3,0
654,20761,16742,5,0
622,254257,38710,3,0
712,222602,25179,2,0
755,63109,30652,2,0
723,226464,40142,2,0
699,52677,1415,5,0
670,49279,37788,3,0
645,62643,25553,2,0
741,54179,29350,4,0
745,50404,16715,3,0
622,149450,17448,2,0
779,67515,29888,3,0
728,105871,48845,2,0
769,136639,35033,4,0
632,81678,37655,3,0
631,27550,23079,2,0
692,20286,18997,2,0
725,67442,17191,4,1
789,52208,20117,4,0
735,64209,4472,2,0
687,59110,17750,2,0
648,473003,19396,5,0
761,20657,23246,5,0
651,12185,26317,3,0
781,78112,28624,3,0
685,44305,24850,5,0
779,77099,19185,2,0
733,95521,5366,4,0
693,167256,19246,3,0
674,17929,15275,2,0
682,38354,29660,4,0
721,84373,34092,4,0
703,110898,34385,2,0
670,346195,32569,2,0
691,128613,23664,3,0
703,57214,19780,5,0
593,29367,17528,2,0
722,38122,9925,5,0
651,37266,34918,3,0
642,101132,23252,5,1
615,73540,12536,5,1
610,20766,16735,4,0
632,42246,16330,3,0
664,120817,25430,2,0
797,79326,35674,5,0
673,94364,21520,3,0
708,81335,2474,4,0
720,219947,23108,4,0
706,72318,23438,5,0
696,43966,22750,5,0
640,28778,18725,2,0
772,73107,27174,3,0
790,8496,25661,2,0
615,51666,24751,2,0
648,50783,29126,4,0
686,20098,20701,3,0
651,28492,20134,2,1
725,114430,38801,4,0
663,72010,30593,5,1
808,64953,33269,2,0
759,76502,37261,5,0
710,64479,30259,3,0
751,161828,34283,2,0
755,66088,9206,5,0
671,18646,27041,5,0
659,220599,23172,3,1
703,80520,41776,4,0
743,37369,34276,4,0
706,21966,18695,2,0
621,82185,28727,5,0
659,54516,26676,4,0
696,210937,29543,2,0
696,45400,14811,5,0
798,30641,28600,2,0
630,122594,22718,3,0
725,125520,27824,2,0
774,68522,17756,3,0
813,102856,19149,5,1
679,58095,36738,5,0
724,72192,14484,5,0
728,152054,15222,2,0
709,98740,24484,5,0
695,52291,17281,5,0
721,176643,16149,3,0
573,9028,26050,5,0
734,309173,9949,5,0
706,15294,14920,5,0
688,36254,45540,4,0
802,57945,29594,5,0
666,53253,17534,2,0
679,133937,29182,3,0
799,25686,30673,5,0
658,73763,34944,2,0
672,37700,23728,3,0
692,75819,34764,3,0
742,56850,4615,2,1
710,64495,14436,2,0
635,38563,26638,4,0
673,39813,28296,4,0
669,75343,15882,5,0
696,127385,27594,4,0
721,37100,18761,2,0
720,29881,22230,4,0
611,97808,35247,3,0
753,58337,34089,2,0
712,116354,15029,5,0
769,29009,14427,3,0
722,14421,20888,3,0
755,39089,24732,3,0
723,32432,18421,2,1
767,56216,35406,2,0
726,35972,28473,5,0
695,108316,29060,4,1
813,47547,12334,4,0
744,67533,36672,4,0
728,67921,-3201,4,0
636,69979,33340,3,0
635,58729,34343,2,0
714,90082,20675,4,0
707,31681,37729,3,0
669,183420,24369,2,0
707,49551,25624,2,0
779,20968,28395,2,0
734,69595,56865,3,0
642,30304,38444,4,0
694,101953,32011,2,0
659,350699,15871,3,0
680,31912,26435,2,0
679,78111,16868,5,0
676,14699,33221,5,0
637,86087,26404,3,0
693,29478,13754,4,0
671,36320,25811,4,1
553,24809,16505,2,0
802,107551,26512,4,1
754,134033,16409,4,0
681,61004,25274,5,1
700,29985,32504,3,0
641,213548,24469,5,1
784,32848,21091,3,0
794,10618,27032,2,1
707,86397,31971,5,0
751,24740,13928,3,0
708,132043,27606,4,0
633,44138,38175,3,0
679,97048,30736,4,0
706,183725,25577,2,1
677,22763,31397,4,0
689,38072,29524,3,0
695,56357,32536,5,0
695,204851,4760,3,0
702,35358,9465,5,0
646,37212,35048,3,0
664,87773,9947,3,0
635,37730,29015,2,0
748,67644,21479,4,0
594,17305,15038,3,0
757,352027,28496,5,0
769,20370,27010,4,0
684,46286,46103,2,0
569,58338,18751,4,0
681,276550,39401,3,0
696,20746,28524,5,0
649,292717,18389,5,0
674,109725,32992,4,0
776,83589,30657,5,0
733,27235,25358,3,0
